tests-index.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
filesystem.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: 1.02s
input-validation.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
memory-leaks.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
network-failures.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
performance.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: 1.19s
retry-resilience.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: 1.17s
security.test.js                              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
session-recovery.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
state-machine.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
time-based.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
fixtures.test.js                              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
agent-connector-health.test.js                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
agent-connector.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: 1.04s
agent-vision.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
circuit-breaker.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
cloud-client.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
dashboard-pipeline.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: 1.28s
dashboard.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: 1.21s
integration-index.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
index.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: 1.79s
mutual-exclusion-flow.test.js                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
plugin-system.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
orchestrator-dispatch.test.js                 | Files: 1 passed        | Tests: 1 passed        | Time: 1.57s
profile-manager.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
request-queue.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
task-config-loader.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
agent-workflow.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
unified-api.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: 1.61s
mocks-index.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
action-orchestrator.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actions-bookmark.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actions-like.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actions-go-home.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: 1.46s
actions-quote-mutual-exclusion.test.js        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actions-quote.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actions-reply.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
basic_flow.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: 5.32s
actions-retweet-mutual-exclusion.test.js      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actions-retweet.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
agent-connector-coverage.test.js              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actions-runner.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: 1.79s
agent-connector.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
agent-cortex.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-context-engine.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-quote-engine-execution.test.js             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-quote-engine-logic.test.js                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-quote-engine.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: 1.23s
ai-reply-engine-config.test.js                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-reply-engine-context.test.js               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-reply-engine-execution.test.js             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-reply-engine.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-tools.test.js                              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-reply-engine-decision.test.js              | Files: 1 passed        | Tests: 1 passed        | Time: 3.42s
ai-twitter-activity.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-twitterAgent-enhanced.test.js              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
websocket.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: 39.81s
ai-twitterAgent.gap.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: 1.32s
ai-twitterAgent-comprehensive.test.js         | Files: 1 passed        | Tests: 1 passed        | Time: 2.79s
ai-twitterAgent.real.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: 1.54s
ai-twitterAgent.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: 1.38s
api-config.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
api-events.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
api-hooks.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
api-key-timeout-tracker.test.js               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
api-math.test.js                              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
apiHandler.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
async-queue.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: 1.56s
automator.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
banner.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
BaseHandler.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
browserPatch.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
circuit-breaker.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
cloud-client.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: 1.15s
config-cache.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
config-loader.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
config-service.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
configService.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
content-depth.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
content-skimmer.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
core-config.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
core-errors.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
coverage_valid_task.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
dashboard-edge-cases.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: 1.28s
dashboard.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: 1.33s
discovery.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
dockerLLM.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
engagement-limits.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
EngagementHandler.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
entropyController.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
environment-config.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
envLoader.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
errors.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
generateDebugProfile.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
free-api-router.test.js                       | Files: 1 passed        | Tests: 1 failed        | Time: 2.09s
free-openrouter-helper.test.js                | Files: 1 passed        | Tests: 1 passed        | Time: 2.19s
generateProfiles.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ghostCursor.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
history-compactor.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
human-interaction.test.js                     | Files: 1 passed        | Tests: 2 failed        | Time: 1.01s
humanization-action.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanization-content.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanization-error.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanization-multitask.test.js                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanization-scroll.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanization-session.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanization-timing.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanization-utils.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanizer-engine.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanTiming.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
idle-ghosting.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
image-storage.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
intent-classifier.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ixbrowser.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
local-client.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
localBrave.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
log-capture.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
local-ollama-manager.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: 2.71s
logger.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: 1.03s
logging-config.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
mathUtils.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
metrics.test.js                               | Files: 1 passed        | Tests: 0 failed        | Time: ??s
micro-interactions.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
mistake-engine.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
model-perf-tracker.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
multi-api.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
motor-control.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: 1.35s
navigation-diversity.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
new-engagement.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
mutual-exclusion.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: 1.79s
ollama-client.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
orchestrator-coverage.test.js                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
orchestrator-v2-integration.test.js           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
orchestrator-v2.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
popup-closer.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
profile-manager.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
orchestrator.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: 1.87s
proxy-agent.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
random-scrolling.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
rate-limit-tracker.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
request-dedupe.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
request-queue.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
retry.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
roi-detector.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
roxybrowser.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
scroll-helper.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
sentiment-analyzers.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
sentiment-data.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
sensors.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: 2.10s
sentiment-guard.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
sentiment-service.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
session-phases.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
sessionManager.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: 1.13s
sessionPhases.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
smoke.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
standalone.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
task-config-loader.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
tasks-cookieBotRandom.test.js                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
tasks-module-exports.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
tasks-twitter-follow.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
test-utils.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
twitter-activity-error-handling.test.js       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
twitter-activity-abort-signal.test.js         | Files: 1 passed        | Tests: 1 passed        | Time: 1.35s
twitter-activity-error-propagation.test.js    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
twitter-intent.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
twitter-reply-prompt.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
twitterAgent.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
unit-index.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
urlReferrer.extra.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
urlReferrer.init.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
urlReferrer.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-config-service.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-config-validator.test.js                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-metrics.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-validator.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
validator.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
vision-interpreter.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-retry.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: 2.51s
vllm-client.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-twitter-follow.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
follow.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
visual-debug.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: 2.63s
retweet-coverage.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actionEngine-behavior.test.js                 | Files: 1 passed        | Tests: 1 passed        | Time: 1.00s
actionEngine.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actionRollback.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
adaptiveTiming.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
confidenceScorer-behavior.test.js             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
confidenceScorer.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
contextCompressor.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-reply-engine.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: 2.76s
errorPatternLearner.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
errorRecoveryPrompt.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
executor.test.js                              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
finder.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
gameRunner.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
goalDecomposer.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
historyManager.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
index.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
llmClient-failure.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: 1.00s
memoryInjector.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
observer.test.js                              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
parallelExecutor.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
progressTracker.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
llmClient.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: 2.65s
promptAdapter.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
responseCache.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
responseValidator.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
retryStrategy.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
selfHealingPrompt.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
semanticMapper.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
sessionStore.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
visualDiff.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
execution.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
agent.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
attention.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
banners.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
bookmark.test.js                              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actions.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: 2.66s
context-state.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
context.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
cursor.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
events.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
follow.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
hooks.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
idle.test.js                                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
init.test.js                                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
like.test.js                                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
navigation.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
patch.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
persona.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
middleware.test.js                            | Files: 1 passed        | Tests: 1 failed        | Time: 2.61s
plugins-base.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
plugins-enhanced.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
plugins-index.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
plugins.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
queries.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
quote.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
recover_behavior.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
recover.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
reply.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
retweet.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
screenshot.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
sensors.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
timing.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-browserPatch.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-config.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-file-consumeline.test.js                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-file-readline.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-fingerprint.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-free-openrouter-helper.test.js          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-ghostCursor.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-locator.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-math.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-memory-profiler.test.js                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-patch.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-popup-closer.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-roi-detector.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
scroll.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: 8.59s
utils-sensors.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
utils-timing.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
wait.test.js                                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
warmup.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
actionEngine.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-reply-engine.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
llmClient.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
runner.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
tokenCounter.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
vision.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
humanization-error.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
persona.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
click-profiles.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
baseDiscover.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ixbrowser.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
local-browsers.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
morelogin.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
roxybrowser.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
undetectable.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
twitter-timeouts.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
errors.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
health-monitor.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
clickAt.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
cursor.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
drag.test.js                                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
game-units.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
gameMenus.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
gameState.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: 1.74s
interactions.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
keys.test.js                                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
multiSelect.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
navigation.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
queries.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
resourceTracker.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: 2.24s
wait.test.js                                  | Files: 1 passed        | Tests: 1 passed        | Time: ??s
click-profiles.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
intent-follow.test.js                         | Files: 1 passed        | Tests: 1 passed        | Time: ??s
ai-twitterAgent-coverage.test.js              | Files: 1 passed        | Tests: 1 passed        | Time: 2.24s
ai-twitterAgent-real.test.js                  | Files: 1 passed        | Tests: 1 passed        | Time: 2.37s
BaseHandler-simple.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: 1.58s
scroll.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: 5.16s
intent-like.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
intent-post.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
navigation.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: 1.54s
twitterAgent.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
BaseHandler.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
errors.test.js                                | Files: 1 passed        | Tests: 1 passed        | Time: ??s
patch.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
retry.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
sensors.test.js                               | Files: 1 passed        | Tests: 1 passed        | Time: ??s
task-parser.test.js                           | Files: 1 passed        | Tests: 1 passed        | Time: ??s
validator.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: ??s
vision-preprocessor.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
visual-debug.test.js                          | Files: 1 passed        | Tests: 1 passed        | Time: ??s
EngagementHandler.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
index.test.js                                 | Files: 1 passed        | Tests: 1 passed        | Time: ??s
InteractionHandler.test.js                    | Files: 1 passed        | Tests: 1 passed        | Time: ??s
NavigationHandler.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: ??s
SessionHandler.test.js                        | Files: 1 passed        | Tests: 1 passed        | Time: ??s
index.test.js                                 | Files: FAIL            | Tests: Parse Error     | Time: ??s
test-helpers-simple.test.js                   | Files: 1 passed        | Tests: 1 passed        | Time: ??s
api.test.js                                   | Files: 1 passed        | Tests: 1 passed        | Time: 1.31s
history-manager.test.js                       | Files: 1 passed        | Tests: 1 passed        | Time: ??s
security.test.js                              | Files: 1 passed        | Tests: 1 passed        | Time: ??s
validation.test.js                            | Files: 1 passed        | Tests: 1 passed        | Time: ??s
websocket.test.js                             | Files: 1 passed        | Tests: 1 passed        | Time: 39.38s


--- FAILED TESTS SUMMARY ---
network-failures.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
free-api-router.test.js                       | Files: 1 passed        | Tests: 1 failed        | Time: 2.32s
human-interaction.test.js                     | Files: 1 passed        | Tests: 2 failed        | Time: 1.24s
metrics.test.js                               | Files: 1 passed        | Tests: 0 failed        | Time: 1.10s
llmClient-failure.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: 1.22s
middleware.test.js                            | Files: 1 passed        | Tests: 1 failed        | Time: 2.68s
index.test.js                                 | Files: FAIL            | Tests: Parse Error     | Time: ??s
network-failures.test.js                      | Files: 1 passed        | Tests: 1 passed        | Time: ??s
free-api-router.test.js                       | Files: 1 passed        | Tests: 1 failed        | Time: 2.09s
human-interaction.test.js                     | Files: 1 passed        | Tests: 2 failed        | Time: 1.01s
metrics.test.js                               | Files: 1 passed        | Tests: 0 failed        | Time: ??s
llmClient-failure.test.js                     | Files: 1 passed        | Tests: 1 passed        | Time: 1.00s
middleware.test.js                            | Files: 1 passed        | Tests: 1 failed        | Time: 2.61s
index.test.js                                 | Files: FAIL            | Tests: Parse Error     | Time: ??s

--- PERFORMANCE SUMMARY ---
Total Files Processed : 333
Total Execution Time   : 03:26.34
Average Time per File  : 0.62 seconds
Parallel Factor Used   : 8
